"report_date","data_date","Country","confirmed_cases_total","cases_total_china_exposure","cases_total_outside_china_exposure_international","cases_total_local_exposure","cases_total_unknown_exposure","country_of_exposure","second_country_of_exposure","transmission_classification","source","accessed_by","accessed_date","notes","notes2","source2","accessed_by2","accessed_date2","notes3"
2020-04-02,2020-04-02,"Puerto Rico",286,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Martinique",128,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Guadeloupe",125,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Aruba",55,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"French Guiana",51,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"United States Virgin Islands",30,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Bermuda",32,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Sint Maarten",6,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Cayman Islands",14,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Curaçao",11,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Saint Barthélemy",6,NA,NA,NA,NA,NA,NA,"under investigation","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Saint Martin",21,NA,NA,NA,NA,NA,NA,"under investigation","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Montserrat",5,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Turks and Caicos Islands",5,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"British Virgin Islands",3,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Anguilla",2,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"South Africa",1380,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Algeria",847,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Burkina Faso",261,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Ghana",195,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Côte d'lvoire",190,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Senegal",190,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Mauritius",154,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Cameroon",139,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Nigeria",139,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Democratic Republic of the Congo",123,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Rwanda",82,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Kenya",81,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Niger",74,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Madagascar",53,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Uganda",44,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Togo",36,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Zambia",36,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Guinea",30,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Mali",28,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Ethiopia",26,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Congo",22,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"United Republic of Tanzania",20,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Eritrea",15,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Equatorial Guinea",14,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Benin",13,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Namibia",11,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Mozambique",10,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Seychelles",10,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Eswatini",9,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Guinea-Bissau",9,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Angola",8,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Central African Republic",8,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Zimbabwe",8,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Chad",7,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Gabon",7,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Liberia",6,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Cabo Verde",5,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Mauritania",5,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Botswana",3,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Gambia",3,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Burundi",2,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Sierra Leone",2,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Rèunion",281,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"Mayotte",116,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-02,2020-04-02,"International conveyance (Diamond Princess)",712,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4","OTT",2020-04-02,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"Republic of Korea",10062,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"Australia",5224,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"Malaysia",3116,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"Philippines",2633,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"Japan",2617,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"Singapore",1049,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"New Zealand",774,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"Viet Nam",233,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"Brunei Darussalam",133,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"Cambodia",110,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"French Polynesiaa",37,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"Mongolia",14,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"Lao People's Democratic Republic",10,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"Fiji",7,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"Papua New Guinea",1,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"Guam",82,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"New Caledonia",18,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"Northern Mariana Islands (Commonwealth of the)",8,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"Italy",115242,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"Spain",110238,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"Germany",79696,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"France",58327,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"The United Kingdom",33722,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"Switzerland",18844,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"Turkey",18135,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"Belgium",15348,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"Netherlands",14697,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"Austria",11129,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"Portugal",9034,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"Israel",6211,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"Sweden",5466,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"Norway",4935,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"Czechia",3858,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"Ireland",3849,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"Russian Federation",3548,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"Denmark",3386,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"Poland",2946,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
2020-04-03,2020-04-03,"Romania",2738,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200403-sitrep-74-covid-19-mp.pdf?sfvrsn=4e043d03_12","OTT",2020-04-05,NA,NA,NA,NA,NA,NA
