"county","report_date","ALL PCR tests performed","Running total of all PCR tests","All PCR positive tests","Running total of all PCR tests","7 day percent positive","14 day percent positive"
"Chattahoochee","2020-12-09","8","5208","0","287","4.9","2.4"
"Chattahoochee","2020-12-10","9","5217","0","287","1.3","2.4"
"Chattahoochee","2020-12-11","7","5224","0","287","1.3","2.4"
"Chattahoochee","2020-12-12","7","5231","1","288","3.3","3.5"
"Chattahoochee","2020-12-13","4","5235","1","289","6.9","5.2"
"Chattahoochee","2020-12-14","9","5244","1","290","7.2","6"
"Chattahoochee","2020-12-15","7","5251","2","292","11.3","8.1"
"Chattahoochee","2020-12-16","10","5261","1","293","12.7","8.8"
"Chattahoochee","2020-12-17","8","5269","1","294","14.5","7.9"
"Chattahoochee","2020-12-18","21","5290","2","296","15.9","8.6"
"Chattahoochee","2020-12-19","8","5298","0","296","13.8","8.6"
"Chattahoochee","2020-12-20","7","5305","0","296","10.2","8.6"
"Chattahoochee","2020-12-21","7","5312","0","296","8.7","7.9"
"Chattahoochee","2020-12-22","6","5318","0","296","4.6","7.9"
"Chattahoochee","2020-12-23","14","5332","0","296","3.1","7.9"
"Chattahoochee","2020-12-24","17","5349","2","298","3","8.8"
"Chattahoochee","2020-12-25","7","5356","1","299","3.7","9.8"
"Chattahoochee","2020-12-26","4","5360","0","299","3.7","8.8"
"Chattahoochee","2020-12-27","7","5367","1","300","5.8","8"
"Chattahoochee","2020-12-28","3","5370","1","301","10.5","9.6"
"Chattahoochee","2020-12-29","13","5383","0","301","10.5","7.5"
"Chattahoochee","2020-12-30","3","5386","0","301","10.5","6.8"
"Chattahoochee","2020-12-31","5","5391","2","303","14.6","8.8"
"Chattahoochee","2021-01-01","6","5397","0","303","12.5","8.1"
"Chattahoochee","2021-01-02","5","5402","3","306","21.1","12.4"
"Chattahoochee","2021-01-03","6","5408","3","309","26.2","16"
"Chattahoochee","2021-01-04","6","5414","1","310","23.8","17.2"
"Chattahoochee","2021-01-05","3","5417","0","310","23.8","17.2"
"Chattahoochee","2021-01-06","4","5421","1","311","27.4","19"
"Chattahoochee","2021-01-07","9","5430","2","313","24.8","19.7"
"Chattahoochee","2021-01-08","0","5430","0","313","24.8","18.7"
"Chattahoochee","2021-01-09","4","5434","0","313","16.3","18.7"
"Chattahoochee","2021-01-10","4","5438","0","313","9.1","17.7"
"Chattahoochee","2021-01-11","8","5446","3","316","12.1","18"
"Chattahoochee","2021-01-12","7","5453","1","317","14.1","19"
"Chattahoochee","2021-01-13","5","5458","1","318","13.4","20.4"
"Chattahoochee","2021-01-14","6","5464","2","320","15","19.9"
"Chattahoochee","2021-01-15","20","5484","2","322","16.4","20.6"
"Chattahoochee","2021-01-16","4","5488","0","322","16.4","16.4"
"Chattahoochee","2021-01-17","13","5501","1","323","17.5","13.3"
"Chattahoochee","2021-01-18","5","5506","0","323","12.2","12.1"
"Chattahoochee","2021-01-19","4","5510","1","324","13.7","13.9"
"Chattahoochee","2021-01-20","8","5518","1","325","12.6","13"
"Chattahoochee","2021-01-21","7","5525","1","326","9.9","12.5"
"Chattahoochee","2021-01-22","19","5544","1","327","9.2","12.8"
"Chattahoochee","2021-01-23","8","5552","1","328","11","13.7"
"Chattahoochee","2021-01-24","8","5560","0","328","9.9","13.7"
"Chattahoochee","2021-01-25","7","5567","1","329","12","12.1"
"Chattahoochee","2021-01-26","7","5574","1","330","10.4","12.1"
"Chattahoochee","2021-01-27","5","5579","0","330","8.7","10.7"
"Chattahoochee","2021-01-28","5","5584","0","330","6.6","8.3"
"Chattahoochee","2021-01-29","15","5599","2","332","7.8","8.5"
"Chattahoochee","2021-01-30","6","5605","3","335","13.1","12.1"
"Chattahoochee","2021-01-31","12","5617","1","336","14.3","12.1"
"Chattahoochee","2021-02-01","5","5622","1","337","15.1","13.6"
"Chattahoochee","2021-02-02","3","5625","0","337","13.1","11.8"
"Chattahoochee","2021-02-03","7","5632","1","338","15.1","11.9"
"Chattahoochee","2021-02-04","3","5635","1","339","19.9","13.3"
"Chattahoochee","2021-02-05","10","5645","1","340","19.4","13.6"
"Chattahoochee","2021-02-06","1","5646","0","340","12.3","12.7"
"Chattahoochee","2021-02-07","5","5651","1","341","13.9","14.1"
"Chattahoochee","2021-02-08","6","5657","0","341","11.1","13.1"
"Chattahoochee","2021-02-09","11","5668","2","343","13.7","13.4"
"Chattahoochee","2021-02-10","1","5669","0","343","11.6","13.4"
"Chattahoochee","2021-02-11","7","5676","0","343","6.9","13.4"
"Chattahoochee","2021-02-12","20","5696","1","344","6.2","12.8"
"Chattahoochee","2021-02-13","6","5702","0","344","6.2","9.2"
"Chattahoochee","2021-02-14","4","5706","0","344","3.3","8.6"
"Chattahoochee","2021-02-15","4","5710","0","344","3.3","7.2"
"Chattooga","2020-02-01","0","0","0","0",".","."
"Chattooga","2020-02-02","0","0","0","0",".","."
"Chattooga","2020-02-03","0","0","0","0",".","."
"Chattooga","2020-02-04","0","0","0","0",".","."
"Chattooga","2020-02-05","0","0","0","0",".","."
"Chattooga","2020-02-06","0","0","0","0",".","."
"Chattooga","2020-02-07","0","0","0","0","0","."
"Chattooga","2020-02-08","0","0","0","0","0","."
"Chattooga","2020-02-09","0","0","0","0","0","."
"Chattooga","2020-02-10","0","0","0","0","0","."
"Chattooga","2020-02-11","0","0","0","0","0","."
"Chattooga","2020-02-12","0","0","0","0","0","."
"Chattooga","2020-02-13","0","0","0","0","0","."
"Chattooga","2020-02-14","0","0","0","0","0","0"
"Chattooga","2020-02-15","0","0","0","0","0","0"
"Chattooga","2020-02-16","0","0","0","0","0","0"
"Chattooga","2020-02-17","0","0","0","0","0","0"
"Chattooga","2020-02-18","0","0","0","0","0","0"
"Chattooga","2020-02-19","0","0","0","0","0","0"
"Chattooga","2020-02-20","0","0","0","0","0","0"
"Chattooga","2020-02-21","0","0","0","0","0","0"
"Chattooga","2020-02-22","0","0","0","0","0","0"
"Chattooga","2020-02-23","0","0","0","0","0","0"
"Chattooga","2020-02-24","0","0","0","0","0","0"
"Chattooga","2020-02-25","0","0","0","0","0","0"
"Chattooga","2020-02-26","0","0","0","0","0","0"
"Chattooga","2020-02-27","0","0","0","0","0","0"
"Chattooga","2020-02-28","0","0","0","0","0","0"
"Chattooga","2020-02-29","0","0","0","0","0","0"
"Chattooga","2020-03-01","0","0","0","0","0","0"
"Chattooga","2020-03-02","0","0","0","0","0","0"
"Chattooga","2020-03-03","0","0","0","0","0","0"
"Chattooga","2020-03-04","0","0","0","0","0","0"
"Chattooga","2020-03-05","0","0","0","0","0","0"
"Chattooga","2020-03-06","0","0","0","0","0","0"
"Chattooga","2020-03-07","0","0","0","0","0","0"
"Chattooga","2020-03-08","0","0","0","0","0","0"
"Chattooga","2020-03-09","0","0","0","0","0","0"
"Chattooga","2020-03-10","0","0","0","0","0","0"
"Chattooga","2020-03-11","0","0","0","0","0","0"
"Chattooga","2020-03-12","0","0","0","0","0","0"
"Chattooga","2020-03-13","0","0","0","0","0","0"
"Chattooga","2020-03-14","0","0","0","0","0","0"
"Chattooga","2020-03-15","0","0","0","0","0","0"
"Chattooga","2020-03-16","0","0","0","0","0","0"
"Chattooga","2020-03-17","0","0","0","0","0","0"
"Chattooga","2020-03-18","0","0","0","0","0","0"
"Chattooga","2020-03-19","1","1","0","0","0","0"
"Chattooga","2020-03-20","3","4","0","0","0","0"
"Chattooga","2020-03-21","5","9","0","0","0","0"
"Chattooga","2020-03-22","3","12","1","1","4.8","2.4"
"Chattooga","2020-03-23","5","17","0","1","4.8","2.4"
"Chattooga","2020-03-24","5","22","0","1","4.8","2.4"
"Chattooga","2020-03-25","8","30","0","1","4.8","2.4"
"Chattooga","2020-03-26","2","32","0","1","4.8","2.4"
"Chattooga","2020-03-27","2","34","0","1","4.8","2.4"
"Chattooga","2020-03-28","10","44","0","1","4.8","2.4"
"Chattooga","2020-03-29","0","44","0","1","0","2.4"
"Chattooga","2020-03-30","0","44","0","1","0","2.4"
"Chattooga","2020-03-31","4","48","0","1","0","2.4"
"Chattooga","2020-04-01","1","49","0","1","0","2.4"
"Chattooga","2020-04-02","9","58","0","1","0","2.4"
"Chattooga","2020-04-03","4","62","0","1","0","2.4"
"Chattooga","2020-04-04","2","64","0","1","0","2.4"
"Chattooga","2020-04-05","1","65","0","1","0","0"
"Chattooga","2020-04-06","2","67","0","1","0","0"
"Chattooga","2020-04-07","11","78","1","2","1.3","0.6"
"Chattooga","2020-04-08","3","81","0","2","1.3","0.6"
"Chattooga","2020-04-09","3","84","0","2","1.3","0.6"
"Chattooga","2020-04-10","0","84","0","2","1.3","0.6"
"Chattooga","2020-04-11","2","86","0","2","1.3","0.6"
"Chattooga","2020-04-12","2","88","0","2","1.3","0.6"
"Chattooga","2020-04-13","1","89","0","2","1.3","0.6"
"Chattooga","2020-04-14","3","92","0","2","0","0.6"
"Chattooga","2020-04-15","0","92","0","2","0","0.6"
"Chattooga","2020-04-16","1","93","0","2","0","0.6"
"Chattooga","2020-04-17","2","95","0","2","0","0.6"
"Chattooga","2020-04-18","6","101","0","2","0","0.6"
"Chattooga","2020-04-19","0","101","0","2","0","0.6"
"Chattooga","2020-04-20","2","103","0","2","0","0.6"
"Chattooga","2020-04-21","2","105","0","2","0","0"
"Chattooga","2020-04-22","0","105","0","2","0","0"
"Chattooga","2020-04-23","2","107","0","2","0","0"
"Chattooga","2020-04-24","1","108","0","2","0","0"
"Chattooga","2020-04-25","16","124","0","2","0","0"
"Chattooga","2020-04-26","1","125","0","2","0","0"
"Chattooga","2020-04-27","122","247","7","9","0.8","0.4"
"Chattooga","2020-04-28","2","249","0","9","0.8","0.4"
"Chattooga","2020-04-29","2","251","0","9","0.8","0.4"
"Chattooga","2020-04-30","2","253","0","9","0.8","0.4"
"Chattooga","2020-05-01","4","257","0","9","0.8","0.4"
"Chattooga","2020-05-02","4","261","0","9","0.8","0.4"
"Chattooga","2020-05-03","0","261","0","9","0.8","0.4"
"Chattooga","2020-05-04","4","265","0","9","0","0.4"
"Chattooga","2020-05-05","1","266","0","9","0","0.4"
"Chattooga","2020-05-06","53","319","1","10","0.3","0.5"
"Chattooga","2020-05-07","0","319","0","10","0.3","0.5"
"Chattooga","2020-05-08","2","321","0","10","0.3","0.5"
"Chattooga","2020-05-09","2","323","0","10","0.3","0.5"
"Chattooga","2020-05-10","2","325","0","10","0.3","0.5"
"Chattooga","2020-05-11","32","357","0","10","0.3","0.1"
"Chattooga","2020-05-12","10","367","1","11","1.7","0.8"
"Chattooga","2020-05-13","1","368","1","12","15.7","8"
"Chattooga","2020-05-14","14","382","0","12","15.7","8"
"Chattooga","2020-05-15","1","383","0","12","15.7","8"
"Chattooga","2020-05-16","2","385","0","12","15.7","8"
"Chattooga","2020-05-17","22","407","1","13","16.4","8.3"
"Chattooga","2020-05-18","13","420","0","13","16.4","8.3"
"Chattooga","2020-05-19","0","420","0","13","14.9","8.3"
"Chattooga","2020-05-20","16","436","0","13","0.6","8.2"
"Chattooga","2020-05-21","0","436","0","13","0.6","8.2"
"Chattooga","2020-05-22","3","439","0","13","0.6","8.2"
"Chattooga","2020-05-23","20","459","0","13","0.6","8.2"
"Chattooga","2020-05-24","17","476","1","14","0.8","8.6"
"Chattooga","2020-05-25","0","476","0","14","0.8","8.6"
"Chattooga","2020-05-26","2","478","0","14","0.8","7.9"
"Chattooga","2020-05-27","0","478","0","14","0.8","0.7"
"Chattooga","2020-05-28","2","480","0","14","0.8","0.7"
"Chattooga","2020-05-29","4","484","0","14","0.8","0.7"
"Chattooga","2020-05-30","4","488","0","14","0.8","0.7"
"Chattooga","2020-05-31","21","509","0","14","0","0.4"
"Chattooga","2020-06-01","0","509","0","14","0","0.4"
"Chattooga","2020-06-02","8","517","0","14","0","0.4"
"Chattooga","2020-06-03","0","517","0","14","0","0.4"
"Chattooga","2020-06-04","3","520","0","14","0","0.4"
"Chattooga","2020-06-05","6","526","0","14","0","0.4"
"Chattooga","2020-06-06","2","528","0","14","0","0.4"
"Chattooga","2020-06-07","8","536","0","14","0","0"
"Chattooga","2020-06-08","4","540","0","14","0","0"
"Chattooga","2020-06-09","1","541","0","14","0","0"
"Chattooga","2020-06-10","20","561","3","17","2.1","1.1"
"Chattooga","2020-06-11","17","578","2","19","3.8","1.9"
"Chattooga","2020-06-12","3","581","0","19","3.8","1.9"
"Chattooga","2020-06-13","10","591","1","20","5.3","2.6"
"Chattooga","2020-06-14","3","594","1","21","10","5"
"Chattooga","2020-06-15","2","596","0","21","10","5"
"Chattooga","2020-06-16","0","596","0","21","10","5"
"Chattooga","2020-06-17","4","600","0","21","7.9","5"
"Chattooga","2020-06-18","13","613","0","21","6.2","5"
"Chattooga","2020-06-19","0","613","0","21","6.2","5"
"Chattooga","2020-06-20","30","643","0","21","4.8","5"
"Chattooga","2020-06-21","1","644","0","21","0","5"
"Chattooga","2020-06-22","12","656","1","22","1.2","5.6"
"Chattooga","2020-06-23","0","656","0","22","1.2","5.6"
"Chattooga","2020-06-24","1","657","0","22","1.2","4.5"
"Chattooga","2020-06-25","19","676","2","24","2.7","4.4"
"Chattooga","2020-06-26","21","697","1","25","3.4","4.8"
"Chattooga","2020-06-27","19","716","2","27","4.9","4.8"
"Chattooga","2020-06-28","1","717","0","27","4.9","2.4"
"Chattooga","2020-06-29","3","720","2","29","13.2","7.2"
"Chattooga","2020-06-30","8","728","0","29","13.2","7.2"
"Chattooga","2020-07-01","20","748","0","29","13.2","7.2"
"Chattooga","2020-07-02","19","767","0","29","11.7","7.2"
"Chattooga","2020-07-03","14","781","1","30","12","7.7"
"Chattooga","2020-07-04","14","795","0","30","10.5","7.7"
"Chattooga","2020-07-05","4","799","0","30","10.5","7.7"
"Chattooga","2020-07-06","1","800","0","30","1","7.1"
"Chattooga","2020-07-07","10","810","1","31","2.4","7.8"
"Chattooga","2020-07-08","15","825","2","33","4.4","8.8"
"Chattooga","2020-07-09","12","837","1","34","5.5","8.6"
"Chattooga","2020-07-10","24","861","2","36","5.7","8.9"
"Chattooga","2020-07-11","6","867","1","37","8.1","9.3"
"Chattooga","2020-07-12","14","881","1","38","9.1","9.8"
"Chattooga","2020-07-13","5","886","0","38","9.1","5.1"
"Chattooga","2020-07-14","0","886","0","38","7.7","5.1"
"Chattooga","2020-07-15","25","911","2","40","6.9","5.6"
"Chattooga","2020-07-16","14","925","2","42","7.8","6.7"
"Chattooga","2020-07-17","12","937","1","43","7.8","6.7"
"Chattooga","2020-07-18","16","953","2","45","7.2","7.6"
"Chattooga","2020-07-19","8","961","0","45","6.2","7.6"
"Chattooga","2020-07-20","5","966","0","45","6.2","7.6"
"Chattooga","2020-07-21","21","987","4","49","8.9","8.3"
"Chattooga","2020-07-22","11","998","1","50","9","8"
"Chattooga","2020-07-23","41","1039","14","64","11.9","9.8"
"Chattooga","2020-07-24","32","1071","9","73","14.7","11.2"
"Chattooga","2020-07-25","64","1135","10","83","15.1","11.2"
"Chattooga","2020-07-26","41","1176","6","89","17.2","11.7"
"Chattooga","2020-07-27","9","1185","2","91","20.4","13.3"
"Chattooga","2020-07-28","72","1257","10","101","19.7","14.3"
"Chattooga","2020-07-29","32","1289","0","101","18.4","13.7"
"Chattooga","2020-07-30","42","1331","11","112","17.2","14.6"
"Chattooga","2020-07-31","34","1365","5","117","15.3","15"
"Chattooga","2020-08-01","32","1397","10","127","17.6","16.4"
"Chattooga","2020-08-02","68","1465","12","139","18","17.6"
"Chattooga","2020-08-03","7","1472","0","139","14.8","17.6"
"Chattooga","2020-08-04","7","1479","0","139","12.8","16.3"
"Chattooga","2020-08-05","27","1506","7","146","16.5","17.5"
"Chattooga","2020-08-06","90","1596","18","164","15.6","16.4"
"Chattooga","2020-08-07","32","1628","6","170","16.2","15.8"
"Chattooga","2020-08-08","42","1670","6","176","13.8","15.7"
"Chattooga","2020-08-09","22","1692","3","179","13.2","15.6"
"Chattooga","2020-08-10","4","1696","0","179","13.2","14"
"Chattooga","2020-08-11","39","1735","5","184","15.1","13.9"
"Chattooga","2020-08-12","12","1747","0","184","11.4","13.9"
"Chattooga","2020-08-13","96","1843","25","209","12.2","13.9"
"Chattooga","2020-08-14","43","1886","9","218","12.5","14.4"
"Chattooga","2020-08-15","29","1915","2","220","11.5","12.6"
"Chattooga","2020-08-16","38","1953","5","225","11.4","12.3"
"Chattooga","2020-08-17","27","1980","5","230","14.1","13.6"
"Chattooga","2020-08-18","39","2019","3","233","13.3","14.2"
"Chattooga","2020-08-19","7","2026","2","235","17.4","14.4"
"Chattooga","2020-08-20","45","2071","1","236","14","13.1"
"Chattooga","2020-08-21","22","2093","10","246","17.5","15"
"Chattooga","2020-08-22","17","2110","5","251","20.7","16.1"
"Chattooga","2020-08-23","51","2161","4","255","20","15.7"
"Chattooga","2020-08-24","2","2163","0","255","17.3","15.7"
"Chattooga","2020-08-25","105","2268","37","292","21.2","17.3"
"Chattooga","2020-08-26","12","2280","3","295","20.7","19.1"
"Chattooga","2020-08-27","70","2350","12","307","22.9","18.4"
"Chattooga","2020-08-28","52","2402","6","313","18","17.8"
"Chattooga","2020-08-29","75","2477","20","333","17.6","19.2"
"Chattooga","2020-08-30","59","2536","5","338","17.7","18.8"
"Chattooga","2020-08-31","3","2539","0","338","17.7","17.5"
"Chattooga","2020-09-01","55","2594","25","363","19.2","20.2"
"Chattooga","2020-09-02","6","2600","1","364","18","19.4"
"Chattooga","2020-09-03","57","2657","8","372","17.5","20.2"
"Chattooga","2020-09-04","107","2764","3","375","16.3","17.2"
"Chattooga","2020-09-05","67","2831","8","383","14.2","15.9"
"Chattooga","2020-09-06","29","2860","2","385","14","15.8"
"Chattooga","2020-09-07","7","2867","0","385","14","15.8"
"Chattooga","2020-09-08","44","2911","6","391","9.4","14.3"
"Chattooga","2020-09-09","28","2939","0","391","7","12.5"
"Chattooga","2020-09-10","5","2944","0","391","5","11.3"
"Chattooga","2020-09-11","116","3060","7","398","5.5","10.9"
"Chattooga","2020-09-12","17","3077","0","398","3.8","9"
"Chattooga","2020-09-13","47","3124","4","402","4","9"
"Chattooga","2020-09-14","9","3133","0","402","4","9"
"Chattooga","2020-09-15","21","3154","1","403","2.8","6.1"
"Chattooga","2020-09-16","7","3161","0","403","2.8","4.9"
"Chattooga","2020-09-17","42","3203","1","404","3.1","4.1"
"Chattooga","2020-09-18","73","3276","4","408","3","4.3"
"Chattooga","2020-09-19","10","3286","0","408","3","3.4"
"Chattooga","2020-09-20","50","3336","7","415","3.8","3.9"
"Chattooga","2020-09-21","5","3341","0","415","3.8","3.9"
"Chattooga","2020-09-22","10","3351","0","415","3.1","2.9"
"Chattooga","2020-09-23","1","3352","0","415","3.1","2.9"
"Chattooga","2020-09-24","28","3380","7","422","6.4","4.7"
"Chattooga","2020-09-25","59","3439","5","427","6.8","4.9"
"Chattooga","2020-09-26","12","3451","2","429","9.2","6.1"
"Chattooga","2020-09-27","15","3466","3","432","10","6.9"
"Chattooga","2020-09-28","2","3468","1","433","17.2","10.5"
"Chattooga","2020-09-29","31","3499","7","440","20.4","11.8"
"Chattooga","2020-09-30","4","3503","0","440","20.4","11.8"
"Chattooga","2020-10-01","24","3527","2","442","18","12.2"
"Chattooga","2020-10-02","5","3532","2","444","22.5","14.6"
"Chattooga","2020-10-03","54","3586","2","446","20.7","14.9"
"Chattooga","2020-10-04","25","3611","4","450","20.1","15.1"
"Chattooga","2020-10-05","2","3613","0","450","12.9","15.1"
"Chattooga","2020-10-06","3","3616","2","452","19.2","19.8"
"Chattooga","2020-10-07","2","3618","0","452","19.2","19.8"
"Chattooga","2020-10-08","37","3655","4","456","19.6","18.8"
"Chattooga","2020-10-09","65","3720","7","463","15.4","19"
"Chattooga","2020-10-10","16","3736","0","463","14.9","17.8"
"Chattooga","2020-10-11","30","3766","5","468","15","17.5"
"Chattooga","2020-10-12","2","3768","0","468","15","14"
"Chattooga","2020-10-13","11","3779","2","470","8.1","13.7"
